,acousticness,artists,danceability,duration_ms,duration_minutes,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,release_date,speechiness,tempo,valence,year
4870,0.012,['Slipknot'],0.544,276147.0,4.60245,0.69,0.0,2vPZ4Lklyu75zBR3SgbFNI,0.0095,6.0,0.0615,-5.723,0.0,Snuff,59.0,2008-08-20,0.0425,123.962,0.219,2008.0
4871,0.0851,['Panic! At The Disco'],0.51,254387.0,4.2397833333333335,0.67,0.0,1ac22sFSlj3iaQV2qAsFkK,0.0,8.0,0.162,-7.519,0.0,Do You Know What I'm Seeing?,49.0,2008-03-21,0.0343,124.144,0.265,2008.0
4872,0.369,['Toby Keith'],0.595,184693.0,3.078216666666667,0.779,0.0,7AkpRAflo044Ldy77aB3Qw,0.0,7.0,0.0483,-4.512,1.0,He Ain't Worth Missing,50.0,2008-01-01,0.0498,202.2,0.931,2008.0
4873,0.0516,['Fall Out Boy'],0.481,290800.0,4.846666666666667,0.69,0.0,62Vulfjc2qjCWim4LWBvvc,1.89e-06,5.0,0.173,-4.177,1.0,"What A Catch, Donnie",49.0,2008-01-01,0.0363,128.003,0.459,2008.0
4874,0.0457,['Panic! At The Disco'],0.5720000000000001,159387.0,2.65645,0.868,0.0,3AYlkW7zXQWjaIlSjkRHES,0.0,4.0,0.204,-5.811,1.0,Pas de Cheval,49.0,2008-03-21,0.058,128.142,0.491,2008.0
4875,0.00221,['Slipknot'],0.556,284760.0,4.7459999999999996,0.996,0.0,431a6o9W8aYTQWNGmdgDm0,0.00014199999999999998,1.0,0.265,-2.517,1.0,All Hope Is Gone,56.0,2008-08-22,0.171,100.061,0.206,2008.0
4876,0.173,['Panic! At The Disco'],0.281,213427.0,3.5571166666666665,0.679,0.0,6T2VGjZgDtJNC6t1yYYcOP,4.38e-06,9.0,0.0919,-7.564,1.0,Behind the Sea,49.0,2008-03-21,0.0449,80.078,0.441,2008.0
4877,0.00107,['Shinedown'],0.46,222067.0,3.7011166666666666,0.7959999999999999,0.0,3G0PaoAphGzJZbJ6VRQJhs,0.0,0.0,0.106,-4.501,0.0,Second Chance,50.0,2008-06-24,0.0333,100.011,0.182,2008.0
4878,0.0108,['Fall Out Boy'],0.453,257587.0,4.293116666666666,0.906,0.0,4qg2rXtE20scfPhGvG5tqq,0.0,2.0,0.657,-3.606,1.0,Disloyal Order Of Water Buffaloes,49.0,2008-01-01,0.064,146.96,0.361,2008.0
4879,0.335,['Toby Keith'],0.746,146373.0,2.4395499999999997,0.802,0.0,2XLDLXDfStaQTcnOhEQZrB,0.0,9.0,0.353,-3.827,1.0,You Ain't Much Fun,50.0,2008-01-01,0.039,138.447,0.7659999999999999,2008.0
4880,0.107,['Beyoncé'],0.632,249147.0,4.15245,0.518,0.0,2jppsxdHlNHz9eK0QyYlTq,0.0,6.0,0.354,-6.126,1.0,If I Were a Boy,60.0,2008-11-17,0.0313,90.007,0.4270000000000001,2008.0
4881,0.458,['The Black Keys'],0.743,250707.0,4.17845,0.476,0.0,2mFnxVS2wZpqntPzZB17O1,0.317,2.0,0.0691,-8.599,0.0,Psychotic Girl,49.0,2008-04-01,0.0291,80.998,0.493,2008.0
4882,0.0968,['Panic! At The Disco'],0.581,192307.0,3.2051166666666666,0.8370000000000001,0.0,3vl6Lv6TZO429Z2bBwCiZk,0.0,1.0,0.16399999999999998,-4.769,1.0,She's a Handsome Woman,48.0,2008-03-21,0.0403,114.257,0.696,2008.0
4883,0.0114,['Panic! At The Disco'],0.5589999999999999,228053.0,3.800883333333333,0.795,0.0,6BlNWpXnsONi1ieRt0Jzsh,0.0,8.0,0.204,-5.974,1.0,Mad as Rabbits,48.0,2008-03-21,0.0535,140.137,0.708,2008.0
4884,0.759,['Grupo Laberinto'],0.802,177347.0,2.9557833333333337,0.443,0.0,1ecXp49YMyrBzYRGwM1oZQ,0.0,7.0,0.0354,-4.893,1.0,La Soroya,52.0,2008-01-01,0.0549,108.503,0.965,2008.0
4885,0.775,['Adele'],0.8420000000000001,197347.0,3.2891166666666667,0.6779999999999999,0.0,2IF2XQ095Qqf6tBL9Y4vZn,0.0,1.0,0.0891,-5.877999999999999,1.0,Right As Rain,51.0,2008-01-28,0.0849,137.194,0.92,2008.0
4886,0.00252,['Slipknot'],0.5760000000000001,283400.0,4.723333333333333,0.989,0.0,5Pm9uuEL0q6aXSRT3161UP,0.0032,2.0,0.0243,-1.909,1.0,Psychosocial,48.0,2008-08-22,0.112,135.093,0.35200000000000004,2008.0
4887,0.0932,['Luke Bryan'],0.562,194227.0,3.2371166666666666,0.772,0.0,4VYLBtOHx9WYSFXHYnzVbN,0.0,10.0,0.0873,-4.0680000000000005,1.0,What Country Is,51.0,2009-01-01,0.0362,148.126,0.77,2009.0
4888,0.007640000000000002,['Arctic Monkeys'],0.287,197973.0,3.2995500000000004,0.721,0.0,3MC4XRbQADJdW9IIIwbe2u,0.0,9.0,0.328,-5.81,1.0,Cornerstone,50.0,2009-08-25,0.0387,169.252,0.763,2009.0
4889,0.28800000000000003,['John Mayer'],0.5589999999999999,275267.0,4.587783333333333,0.51,0.0,5DydMbw2U5Oh1OckJIsniN,5.31e-05,5.0,0.242,-8.294,0.0,All We Ever Do Is Say Goodbye,56.0,2009-11-13,0.0247,129.881,0.327,2009.0
4890,0.436,['Lady Gaga'],0.386,270827.0,4.5137833333333335,0.6970000000000001,0.0,1pWZZfszgiDVIzbQLs50Cy,0.0,0.0,0.337,-4.182,1.0,Speechless,52.0,2009-08-05,0.0383,145.091,0.407,2009.0
4891,0.635,['Twenty One Pilots'],0.495,291933.0,4.86555,0.262,0.0,3UaFnnUo80mv431WHEzaj9,0.00486,9.0,0.104,-10.572,0.0,Implicit Demand For Proof,56.0,2009-12-29,0.0292,159.986,0.287,2009.0
4892,0.00149,['Five Finger Death Punch'],0.464,212493.0,3.54155,0.688,1.0,2ihqa1dMTQu9TRXb6SzSXG,3.85e-06,11.0,0.16899999999999998,-5.352,0.0,Far From Home,51.0,2009-09-22,0.0298,137.882,0.228,2009.0
4893,0.0616,['Muse'],0.467,346693.0,5.778216666666666,0.774,0.0,1C2QJNTmsTxCDBuIgai8QV,0.289,9.0,0.108,-6.569,0.0,Resistance,63.0,2009-09-10,0.0485,135.006,0.0916,2009.0
4894,0.00363,['Florence + The Machine'],0.578,213560.0,3.5593333333333335,0.851,0.0,3GS8qG28p2RF6M7S5rFdx5,0.00116,0.0,0.365,-4.468,1.0,Howl,50.0,2009,0.061,129.998,0.293,2009.0
4895,0.0721,['Brad Paisley'],0.487,274200.0,4.569999999999999,0.938,0.0,7xJqaCgeteqWPogqjjxkBl,2.63e-05,4.0,0.522,-5.466,1.0,American Saturday Night,51.0,2009-06-30,0.0533,157.795,0.733,2009.0
4896,0.748,['Florence + The Machine'],0.458,175440.0,2.924,0.526,0.0,6EfZCB2wudriyD1vDjuAZ9,0.00022,0.0,0.18600000000000005,-6.811,1.0,Bird Song,50.0,2009,0.0656,119.871,0.253,2009.0
4897,0.0342,['JAY-Z'],0.569,256387.0,4.273116666666667,0.8690000000000001,1.0,5kMsjfhYMZ1L9Btuu0AIRx,0.0,3.0,0.0718,-5.432,0.0,D.O.A. (Death Of Auto-Tune),53.0,2009-09-08,0.217,86.62,0.4920000000000001,2009.0
4898,0.976,['Twenty One Pilots'],0.363,233000.0,3.8833333333333333,0.135,0.0,4izhmF4sQgGemZpLC68bC5,0.000265,7.0,0.107,-11.166,0.0,Before You Start Your Day,55.0,2009-12-29,0.0295,98.45,0.195,2009.0
4899,0.0286,['Lady Gaga'],0.713,220693.0,3.6782166666666667,0.833,0.0,0E7g5bxgqdGYaChfGqdKER,0.0,11.0,0.0868,-5.198,1.0,Teeth,51.0,2009-08-05,0.0487,96.012,0.55,2009.0
4900,0.0731,['Twenty One Pilots'],0.519,254000.0,4.233333333333333,0.436,0.0,70oK6ePjILgOuBUzRDOfCR,0.0,8.0,0.107,-8.064,1.0,Air Catcher,55.0,2009-12-29,0.0285,109.962,0.133,2009.0
4901,2.9600000000000005e-05,['Lady Gaga'],0.639,288960.0,4.816,0.7509999999999999,1.0,6Qh10T7u43YciJsJa99R3v,4.9e-05,0.0,0.163,-6.357,0.0,Dance In The Dark,57.0,2009-11-05,0.0324,120.992,0.13,2009.0
4902,0.5489999999999999,['Alan Jackson'],0.623,305093.0,5.084883333333334,0.387,0.0,3eSwvMfSA0Fyku6Ak5JEw0,0.0,0.0,0.0764,-9.537,1.0,Where Were You (When the World Stopped Turning),54.0,2010-11-19,0.0316,115.362,0.189,2010.0
4903,0.0739,['Taylor Swift'],0.455,352187.0,5.869783333333333,0.623,0.0,14LtANuaslKWyYbktUrHBU,0.000424,8.0,0.146,-3.878,1.0,Enchanted,52.0,2010-10-25,0.0288,163.893,0.208,2010.0
4904,0.00478,['Taylor Swift'],0.5429999999999999,265667.0,4.427783333333333,0.818,0.0,19tHCfzUSoy5HkpxcmbA0A,0.000368,4.0,0.0357,-3.611,1.0,The Story Of Us,52.0,2010-10-25,0.0398,139.898,0.6829999999999999,2010.0
4905,0.172,['Alan Jackson'],0.675,148973.0,2.4828833333333336,0.794,0.0,5JkGBzxQ6qqf6MSzuLnjV2,0.0,7.0,0.136,-6.174,1.0,"Tall, Tall Trees",55.0,2010-11-19,0.0396,145.951,0.964,2010.0
4906,0.095,['Taylor Swift'],0.7090000000000001,240760.0,4.012666666666666,0.599,0.0,1nYWTzy5zu3zEPNgB1sItW,0.0,7.0,0.0973,-3.734,1.0,Speak Now,52.0,2010-10-25,0.0304,118.975,0.735,2010.0
4907,0.0178,['Katy Perry'],0.602,206373.0,3.4395499999999997,0.863,0.0,4kkeuVl6gF3RMqE4Nn5W3E,0.0,5.0,0.389,-5.422999999999999,0.0,E.T.,54.0,2010-01-01,0.0773,150.183,0.732,2010.0
4908,0.0139,['Taylor Swift'],0.516,217160.0,3.619333333333333,0.917,0.0,1By2VQkUN0Frd8mKNV5NYC,6.37e-06,11.0,0.36,-3.1860000000000004,0.0,Better Than Revenge,52.0,2010-10-25,0.0827,145.821,0.635,2010.0
4909,0.036000000000000004,['Taylor Swift'],0.418,317453.0,5.2908833333333325,0.68,0.0,7DjCRhhFo9PPzca1BjMLcf,7.59e-05,7.0,0.114,-4.3,1.0,Long Live,52.0,2010-10-25,0.0347,204.12,0.142,2010.0
4910,0.00014099999999999998,['Disturbed'],0.628,226893.0,3.78155,0.95,1.0,2Cl6IRZXobSICf5U6EE1uI,0.0051600000000000005,8.0,0.151,-3.02,1.0,The Game,56.0,2010-03-12,0.0559,132.001,0.563,2010.0
4911,0.0386,['Drake'],0.667,210360.0,3.5060000000000002,0.7340000000000001,1.0,7v0hKO3RYhEXt2EPXf4AOS,0.0,6.0,0.108,-6.064,0.0,Show Me A Good Time,51.0,2010-01-01,0.119,128.31799999999998,0.7040000000000001,2010.0
4912,0.0016600000000000002,['Daft Punk'],0.54,104120.0,1.7353333333333334,0.635,0.0,5X4ojuZG2mZ68EcLyBQ1D3,0.7879999999999999,1.0,0.209,-10.071,1.0,"Derezzed - From ""TRON: Legacy""/Score",54.0,2010-01-01,0.0519,119.995,0.126,2010.0
4913,0.0319,['Eminem'],0.77,238173.0,3.96955,0.937,1.0,1ne7JVHEPnoncXzQunQVKW,0.0,9.0,0.348,-2.327,1.0,W.T.P.,61.0,2010-06-18,0.247,95.011,0.685,2010.0
4914,0.901,['Daft Punk'],0.5429999999999999,95227.0,1.5871166666666667,0.775,0.0,1xPec5BN0Zxv77zrWKq43S,0.902,0.0,0.258,-17.616,0.0,The Son of Flynn,54.0,2010-01-01,0.052000000000000005,106.018,0.0222,2010.0
4915,0.7340000000000001,['Kid Cudi'],0.86,228493.0,3.8082166666666666,0.638,1.0,6GSMozgAebBmuM2hCV15H3,0.000708,10.0,0.105,-5.773,1.0,Ashin’ Kusher,53.0,2010-01-01,0.201,92.997,0.584,2010.0
4916,0.00877,['Kings of Leon'],0.408,206187.0,3.4364500000000002,0.925,0.0,60CirPlTOEWOUBus7HxV3B,0.000454,5.0,0.12,-4.88,1.0,Radioactive,59.0,2010-10-19,0.0533,126.405,0.361,2010.0
4917,0.113,['Mac Miller'],0.589,223248.0,3.7207999999999997,0.768,1.0,0SlcWOKy0em6b8eQlRQNh3,0.000102,1.0,0.129,-4.763,1.0,All I Want Is You,53.0,2010-08-13,0.206,82.904,0.505,2010.0
4918,0.675,['Grupo Laberinto'],0.743,145147.0,2.4191166666666666,0.5539999999999999,0.0,6TSbJFvhGPklkxOyVR71ts,0.0,7.0,0.0724,-5.104,1.0,Caballos Del Pantanal,54.0,2010-04-29,0.0535,105.91,0.969,2010.0
4919,0.136,['Rihanna'],0.638,303720.0,5.062,0.5579999999999999,0.0,62YAKv9ak7mxrNRdhe7Pe9,0.0,7.0,0.126,-6.87,0.0,Skin,52.0,2010-11-16,0.0466,126.905,0.127,2010.0
4920,0.00116,['Avenged Sevenfold'],0.473,328387.0,5.473116666666667,0.767,0.0,7pS3O75hJnthHr64tlpqPn,0.000798,5.0,0.109,-6.382999999999999,1.0,Danger Line,57.0,2010-07-23,0.0548,180.024,0.375,2010.0
4921,0.57,['Taylor Swift'],0.371,367133.0,6.118883333333333,0.341,0.0,1D27z8xNzjW0Mwwt1NCWhJ,3.09e-05,10.0,0.101,-9.475,1.0,Last Kiss,51.0,2010-10-25,0.0319,89.038,0.196,2010.0
4922,0.274,['Lil Wayne'],0.564,258787.0,4.313116666666667,0.7979999999999999,1.0,610FzmkhFSsORpECZbjT4X,3.44e-05,7.0,0.129,-5.392,1.0,Bill Gates,51.0,2010-01-01,0.227,90.67,0.669,2010.0
4923,0.00015900000000000002,['Avenged Sevenfold'],0.394,315173.0,5.252883333333333,0.952,1.0,5o8OdhjVZSF2wCj7M8UpMN,3.72e-05,7.0,0.316,-4.51,0.0,Natural Born Killer,56.0,2010-07-23,0.0677,184.916,0.477,2010.0
4924,0.8,['Kid Cudi'],0.603,202813.0,3.3802166666666666,0.344,0.0,5gNdqHSdG9eTbnvp8sZwUD,0.6809999999999999,0.0,0.138,-9.638,1.0,All Along,52.0,2010-01-01,0.0258,79.918,0.44,2010.0
4925,0.000176,['My Chemical Romance'],0.261,218120.0,3.6353333333333335,0.979,1.0,4kXHIm097G3CemN3PzcpgL,0.122,1.0,0.113,-3.652,0.0,Vampire Money,55.0,2010-11-05,0.0966,183.718,0.64,2010.0
4926,0.022,['The Black Keys'],0.383,198213.0,3.30355,0.748,0.0,2UE4m8egf0aREmOi47sDOk,0.00014,1.0,0.114,-6.343,0.0,Next Girl,51.0,2010-05-18,0.0343,171.56799999999996,0.255,2010.0
4927,0.000123,['Rise Against'],0.336,237480.0,3.9579999999999997,0.951,0.0,09jPXOz0LS0kpqmkQRaFPO,0.00108,5.0,0.0333,-3.587,0.0,Help Is On The Way,58.0,2011-01-01,0.0707,108.043,0.596,2011.0
4928,0.011,['Childish Gambino'],0.546,219840.0,3.664,0.695,1.0,79wnZenDjYupQIDHLtHRue,0.0,7.0,0.0713,-6.374,1.0,Sunrise,55.0,2011-11-15,0.0454,79.932,0.182,2011.0
4929,0.643,['Mac Miller'],0.621,213303.0,3.55505,0.6990000000000001,1.0,4Y6jRurnbV4h8nv0W2zGCa,0.0,9.0,0.0593,-7.614,0.0,Of The Soul,55.0,2011-11-15,0.298,89.77600000000002,0.404,2011.0
4930,0.6890000000000001,['Lil Wayne'],0.6759999999999999,255373.0,4.256216666666666,0.618,1.0,0h6sfKXFb641F2E13rY4f2,0.00821,2.0,0.127,-7.495,0.0,President Carter,52.0,2011-01-01,0.196,79.79899999999998,0.466,2011.0
4931,0.381,['Beyoncé'],0.303,273880.0,4.564666666666667,0.384,0.0,1pzJboOZaDNwshBnOlNh3a,5.14e-06,6.0,0.0661,-7.342,1.0,1+1,58.0,2011-06-24,0.0339,63.345,0.261,2011.0
4932,0.0323,['Avril Lavigne'],0.454,225760.0,3.7626666666666666,0.865,0.0,5XHf9PBxxHmJFuiDkGNIOA,0.0,4.0,0.18600000000000005,-3.841,1.0,Wish You Were Here,66.0,2011-03-08,0.0561,166.018,0.34,2011.0
4933,0.0212,['Coldplay'],0.43,285160.0,4.752666666666667,0.738,0.0,1yqMgZNrevsWMLWfO2PRp5,0.00165,10.0,0.33,-7.0760000000000005,1.0,Charlie Brown,65.0,2011-10-24,0.0375,137.986,0.0944,2011.0
4934,0.00642,['blink-182'],0.541,206867.0,3.447783333333333,0.889,0.0,27H8WsrkD5catdc3a2fCLV,1.7100000000000002e-05,9.0,0.02,-3.997,1.0,After Midnight,52.0,2011-01-01,0.049,167.995,0.902,2011.0
4935,0.16399999999999998,['Chris Brown'],0.479,224773.0,3.7462166666666668,0.433,0.0,3ugAI8vlmz6y4T9BlKhytz,0.0,0.0,0.0739,-6.877999999999999,0.0,Beg For It,56.0,2011-03-22,0.0455,58.396,0.324,2011.0
4936,0.000169,['Panic! At The Disco'],0.467,216093.0,3.60155,0.8029999999999999,0.0,62lc21zAcKWs11pbSOabO9,6.8e-06,8.0,0.123,-3.282,1.0,Trade Mistakes,55.0,2011-03-18,0.0467,129.995,0.18,2011.0
4937,0.222,['George Strait'],0.624,230627.0,3.8437833333333336,0.597,0.0,4Z2dsLAyEaSYIDzyK2yCeE,0.0,10.0,0.111,-6.523,1.0,Carrying Your Love With Me,52.0,2011-01-01,0.0264,138.22,0.358,2011.0
4938,7.759999999999999e-05,['A Day To Remember'],0.471,227893.0,3.798216666666667,0.988,0.0,6KEnGwmF5rAgP9NyZqcYPj,0.0,7.0,0.302,-3.575,1.0,"You Be Tails, I'll Be Sonic",54.0,2011-10-01,0.14,138.05100000000002,0.282,2011.0
4939,2.87e-05,['Paramore'],0.413,200147.0,3.335783333333333,0.969,0.0,04BSvYghzdxjSJNpee36er,0.000753,4.0,0.371,-2.599,0.0,Monster - Transformers Soundtrack Version,59.0,2011-06-06,0.119,164.99900000000005,0.374,2011.0
4940,0.023,['Adele'],0.706,277947.0,4.63245,0.569,0.0,4ThTvhGNae80mrLsMzs4Hb,0.0,0.0,0.0731,-7.044,0.0,He Won't Go,55.0,2011-01-19,0.0861,159.82399999999996,0.71,2011.0
4941,0.00024900000000000004,['Nickelback'],0.667,217427.0,3.6237833333333334,0.855,0.0,0FnugIN4Slm0weQqL8OXEM,0.0479,0.0,0.0888,-3.088,1.0,Bottoms Up,56.0,2011-11-14,0.0335,113.99,0.868,2011.0
4942,0.00953,['Lil Wayne'],0.81,281080.0,4.684666666666667,0.5770000000000001,1.0,37sImz0wkOcX1cMWzo080d,3.48e-06,8.0,0.0838,-6.142,1.0,Nightmares Of The Bottom,51.0,2011-01-01,0.149,140.065,0.408,2011.0
4943,0.162,['Ed Sheeran'],0.7490000000000001,220413.0,3.67355,0.8370000000000001,1.0,5KL4iZkCTZyXl7KnHgfVDj,0.0,7.0,0.525,-8.837,1.0,"You Need Me, I Don't Need You",63.0,2011-09-09,0.0512,103.483,0.927,2011.0
4944,0.00913,['Florence + The Machine'],0.368,303173.0,5.052883333333333,0.7809999999999999,0.0,5qaLfqAUiqvsoL0l4T05Yx,0.000308,9.0,0.0477,-5.6,0.0,Seven Devils,52.0,2011-01-01,0.0379,58.534,0.211,2011.0
4945,0.0107,['Lady Gaga'],0.591,244760.0,4.0793333333333335,0.637,0.0,11BKm0j4eYoCPPpCONAVwA,1.95e-06,9.0,0.113,-6.365,0.0,Bloody Mary,53.0,2011-01-01,0.03,99.998,0.4320000000000001,2011.0
4946,0.0125,['Florence + The Machine'],0.429,274853.0,4.580883333333333,0.755,0.0,5nkYDYUSb1bvLJ4nP8CnQ1,2.79e-05,0.0,0.444,-5.662000000000001,1.0,"No Light, No Light",52.0,2011-01-01,0.052000000000000005,131.914,0.162,2011.0
4947,0.473,['Mac Miller'],0.475,193469.0,3.224483333333333,0.667,1.0,4ZQyCb1wKXCpTxSGDuWKga,0.0,8.0,0.398,-8.639,0.0,Live Free,54.0,2011-03-29,0.425,184.999,0.703,2011.0
4948,0.924,['Kendrick Lamar'],0.477,161671.0,2.6945166666666664,0.835,1.0,22gXA7HlEd0z13zdc3hju7,0.000508,9.0,0.129,-5.942,0.0,Tammy's Song (Her Evils),55.0,2011-07-02,0.438,97.317,0.52,2011.0
4949,0.0551,['J. Cole'],0.425,274960.0,4.582666666666666,0.768,1.0,1CivPhVrRCMZixFOQe3NKx,0.0,9.0,0.19,-5.9689999999999985,1.0,Rise and Shine,53.0,2011-09-27,0.272,81.337,0.274,2011.0
4950,0.0103,['Britney Spears'],0.648,228827.0,3.8137833333333333,0.722,0.0,7Dyq1bhhjknLKEGg4k5NLr,0.0,0.0,0.24,-4.813,0.0,Hold It Against Me,59.0,2011-03-28,0.0427,132.97299999999998,0.389,2011.0
4951,0.6890000000000001,['Frank Ocean'],0.706,39640.0,0.6606666666666666,0.57,1.0,6jypaMkKsoc5npsVzxhksl,0.0698,11.0,0.28800000000000003,-7.129,1.0,Fertilizer,54.0,2012-07-10,0.0841,115.864,0.96,2012.0
4952,0.249,['Tame Impala'],0.496,356947.0,5.949116666666667,0.929,0.0,7qU7vhCPKhkDiJYGoboISc,0.131,8.0,0.0677,-2.279,1.0,Apocalypse Dreams,59.0,2012-01-01,0.0503,127.998,0.267,2012.0
4953,0.0237,['Melanie Martinez'],0.655,229053.0,3.8175499999999998,0.485,0.0,0WNhGqiooqQePeQoeJZQOZ,0.0,7.0,0.194,-6.325,0.0,Toxic - The Voice Performance,60.0,2012-01-01,0.0293,117.92,0.545,2012.0
4954,0.00157,['Imagine Dragons'],0.527,193000.0,3.216666666666667,0.82,0.0,3dw0A0cbqT6Oy2V8KfGwIT,1.88e-05,6.0,0.0882,-5.855,1.0,Tiptoe,54.0,2012-09-04,0.0325,120.041,0.25,2012.0
4955,0.000739,['Kendrick Lamar'],0.546,212653.0,3.5442166666666663,0.6509999999999999,1.0,6fAyRZ0GHuuvSOEIOwi58N,0.0,1.0,0.235,-7.601,1.0,Backseat Freestyle,54.0,2012,0.3,77.878,0.6459999999999999,2012.0
4956,0.486,['Kendrick Lamar'],0.503,273640.0,4.560666666666666,0.508,1.0,0qGFnxDIqGBIq2D3zNbjk9,0.0102,10.0,0.124,-11.094,0.0,Sherane a.k.a Master Splinter’s Daughter,53.0,2012,0.52,81.908,0.317,2012.0
4957,0.0598,['One Direction'],0.696,185280.0,3.088,0.892,0.0,7g4mokbwKr5KXe4QK5YxLg,0.0,2.0,0.419,-4.8260000000000005,1.0,Loved You First,62.0,2012-11-09,0.0583,124.016,0.79,2012.0
4958,0.000478,['One Direction'],0.54,203707.0,3.3951166666666666,0.86,0.0,6xnh4eQ4poVpqQBacETxia,0.0,8.0,0.214,-2.424,1.0,Another World,62.0,2012-05-25,0.0508,127.927,0.585,2012.0
4959,0.128,['Lana Del Rey'],0.373,289080.0,4.818,0.6859999999999999,1.0,3l2S2RkGG4lbh7WqmCV3NB,1.96e-06,0.0,0.383,-5.52,1.0,Ride,54.0,2012-11-12,0.034,93.763,0.189,2012.0
4960,0.5529999999999999,['Tame Impala'],0.516,286093.0,4.7682166666666665,0.871,0.0,6IM45SqAURH6PrvziDs1RQ,0.0282,7.0,0.0841,-5.21,1.0,Why Won't They Talk To Me?,58.0,2012-01-01,0.0503,129.946,0.17,2012.0
4961,0.023,['One Direction'],0.606,194693.0,3.2448833333333336,0.929,0.0,1I93YiKgu2P5pwprWmziPI,0.0,0.0,0.101,-2.182,1.0,Up All Night,66.0,2012-05-25,0.055,139.02200000000002,0.622,2012.0
4962,0.0173,['Taylor Swift'],0.5670000000000001,242573.0,4.042883333333333,0.481,0.0,31pEV5lPJi7btskZoUr2yu,4.13e-05,4.0,0.182,-7.357,1.0,I Almost Do,53.0,2012-10-22,0.027000000000000003,145.865,0.233,2012.0
4963,0.0182,['One Direction'],0.674,173587.0,2.8931166666666663,0.8140000000000001,0.0,5MIMD5WMooNWe8QsMqCrE8,0.0,7.0,0.079,-2.814,1.0,I Want,62.0,2012-05-25,0.0391,128.092,0.491,2012.0
4964,0.000197,['Taylor Swift'],0.588,295187.0,4.919783333333333,0.825,0.0,5zyCYmiaVE5y26EZuwZbsw,0.0013800000000000002,4.0,0.0885,-5.8820000000000014,1.0,State Of Grace,53.0,2012-10-22,0.0328,129.968,0.397,2012.0
4965,0.255,['Rascal Flatts'],0.454,263253.0,4.38755,0.605,0.0,5mCttXluvE0gaIArboAoFA,0.0,4.0,0.109,-6.816,1.0,Come Wake Me Up,53.0,2012-01-01,0.0314,155.861,0.18,2012.0
4966,0.307,['Taylor Swift'],0.7290000000000001,204827.0,3.4137833333333334,0.748,0.0,1x0J8LFX23d5h1zzuzZorc,1.29e-06,0.0,0.09,-6.67,1.0,Stay Stay Stay,53.0,2012-10-22,0.0245,99.981,0.928,2012.0
4967,0.7959999999999999,['John Mayer'],0.601,222720.0,3.712,0.36,0.0,5Aq5TIy9jVK70aL7xcE9oa,0.4370000000000001,9.0,0.0883,-10.909,1.0,Dear Marie,60.0,2013-08-20,0.0262,94.999,0.494,2013.0
4968,0.0942,['Mac Miller'],0.51,220471.0,3.674516666666667,0.767,1.0,1l0zeniK8MayaQedrPUK9n,0.0,10.0,0.397,-5.977,0.0,Watching Movies,56.0,2013-06-18,0.379,135.05200000000002,0.295,2013.0
4969,0.000754,['One Direction'],0.523,174360.0,2.906,0.939,0.0,2pFEbA6GdNxBOMn9Egvowm,0.0,8.0,0.0406,-3.3110000000000004,1.0,Why Don't We Go There,62.0,2013-11-25,0.0454,160.019,0.7879999999999999,2013.0
4970,0.132,"['Tyler, The Creator']",0.5579999999999999,247293.0,4.12155,0.887,1.0,2wK7y55bzry7tUDmDqYaz7,0.0,1.0,0.89,-8.083,1.0,48,57.0,2013-04-01,0.276,119.893,0.535,2013.0
4971,0.0787,['Lorde'],0.512,234286.0,3.9047666666666667,0.474,0.0,7ynvnjTj1XI8ByUq3F8MUw,0.00345,2.0,0.134,-8.36,1.0,400 Lux,60.0,2013-01-01,0.0371,183.991,0.194,2013.0
4972,0.00793,['One Direction'],0.547,236520.0,3.942,0.649,0.0,2Jfsw01CDT5XetSFROs9v5,0.0,2.0,0.201,-5.039,1.0,Something Great,62.0,2013-11-25,0.0298,114.019,0.361,2013.0
4973,0.539,['Lorde'],0.489,221409.0,3.69015,0.535,0.0,02ZorlDGq0uTnMobHNh4EL,0.0266,7.0,0.166,-10.34,1.0,Bravado,59.0,2013-01-01,0.0933,175.921,0.04,2013.0
4974,0.000145,['Five Finger Death Punch'],0.464,223766.0,3.729433333333333,0.965,1.0,4wkKpuC990DwNJBsbVIAPJ,0.0,11.0,0.245,-4.578,1.0,Battle Born,54.0,2013-11-19,0.125,148.043,0.389,2013.0
4975,0.0013,['A Day To Remember'],0.191,274034.0,4.567233333333333,0.978,0.0,53v22kznEYmJ5QCZIPHD9u,0.0,0.0,0.369,-4.629,0.0,"Sometimes You're The Hammer, Sometimes You're The Nail",57.0,2013-10-08,0.221,158.33,0.1,2013.0
4976,0.0203,['Katy Perry'],0.69,204285.0,3.40475,0.636,0.0,5vL0yvddknhGj7IrBc6UTj,0.0,9.0,0.147,-6.028,0.0,This Is How We Do,63.0,2013-10-18,0.0457,96.0,0.8,2013.0
4977,0.33,['Arctic Monkeys'],0.505,243132.0,4.0522,0.698,0.0,5TTGoX70AFrTvuEtqHK37S,0.0887,0.0,0.0966,-5.563,1.0,No. 1 Party Anthem,65.0,2013-09-09,0.0297,115.013,0.599,2013.0
4978,0.085,['One Direction'],0.675,179413.0,2.990216666666667,0.8740000000000001,0.0,3aGJClg6klBoSa0UZnXeMM,0.0,3.0,0.0573,-4.268,1.0,Does He Know?,62.0,2013-11-25,0.0494,139.02100000000002,0.6729999999999999,2013.0
